[    14     56     34 627672],140
[    14     56     36 229856],139
[    14     56     36 243103],39
[    14     56     36 250452],139
[    14     56     36 259574],9
[    14     56     36 263605],41
[    14     56     36 271394],138
[    14     56     36 275918],8
[    14     56     36 280041],39
[    14     56     36 287110],139
[    14     56     36 296432],9
[    14     56     36 300499],40
[    14     56     36 307652],140
[    14     56     36 316432],9
[    14     56     36 320973],39
[    14     56     36 328597],139
[    14     56     36 337441],8
[    14     56     36 344494],139
[    14     56     36 352807],9
[    14     56     36 357086],38
[    14     56     36 365164],139
[    14     56     36 373253],8
[    14     56     36 377326],40
[    14     56     36 385593],140
[    14     56     36 393812],9
[    14     56     36 397846],39
[    14     56     36 405558],139
[    14     56     36 410188],9
[    14     56     36 414234],40
[    14     56     36 422340],139
[    14     56     36 430548],1
[    14     56     36 435733],40
[    14     56     36 442798],139
[    14     56     36 456206],38
[    14     56     36 463308],140
[    14     56     36 472591],38
[    14     56     36 479715],139
[    14     56     36 492971],40
[    14     56     36 500120],141
[    14     56     36 512685],40
[    14     56     36 520742],139
[    14     56     36 537042],140
[    14     56     36 549421],40
[    14     56     36 557546],139
[    14     56     36 570097],39
[    14     56     36 577964],139
[    14     56     36 587286],9
[    14     56     36 591346],40
[    14     56     36 599520],140
[    14     56     36 603550],1
[    14     56     36 607492],40
[    14     56     36 614864],141
[    14     56     36 628093],41
[    14     56     36 635365],140
[    14     56     36 644570],1
[    14     56     36 648599],41
[    14     56     36 655554],141
[    14     56     36 665124],41
[    14     56     36 672103],140
[    14     56     36 684745],40
[    14     56     36 692653],140
[    14     56     36 701597],9
[    14     56     36 706014],40
[    14     56     36 713130],140
[    14     56     36 729696],40
[    14     56     36 742612],39
[    14     56     36 749869],140
[    14     56     36 759231],9
[    14     56     36 763219],39
[    14     56     36 770458],139
[    14     56     36 783785],40
[    14     56     36 791008],140
[    14     56     36 800195],40
[    14     56     36 807791],139
[    14     56     36 816431],9
[    14     56     36 820737],38
[    14     56     36 827901],139
[    14     56     36 836388],6
[    14     56     36 840759],39
[    14     56     36 848937],138
[    14     56     36 857517],8
[    14     56     36 864720],138
[    14     56     36 873903],7
[    14     56     36 877952],36
[    14     56     36 885625],137
[    14     56     36 894405],8
[    14     56     36 898444],38
[    14     56     36 906447],137
[    14     56     36 914658],8
[    14     56     36 922842],38
[    14     56     36 931317],8
[    14     56     36 935346],37
[    14     56     36 942633],137
[    14     56     36 951428],8
[    14     56     36 955844],40
[    14     56     36 962931],138
[    14     56     36 971390],8
[    14     56     36 976327],36
[    14     56     36 983471],138
[    14     56     36 988551],7
[    14     56     36 992602],36
[    14     56     36 999875],137
[  14   56   37 8758],6
[   14    56    37 12008],34
[   14    56    37 20266],137
[   14    56    37 29598],7
[   14    56    37 33598],37
[   14    56    37 41428],135
[   14    56    37 49939],7
[   14    56    37 57128],137
[   14    56    37 66431],8
[   14    56    37 70525],38
[   14    56    37 78593],137
[   14    56    37 86974],9
[   14    56    37 91012],38
[   14    56    37 98130],137
[    14     56     37 107479],9
[    14     56     37 111391],36
[    14     56     37 119710],137
[    14     56     37 123723],7
[    14     56     37 127725],37
[    14     56     37 135039],137
[    14     56     37 144248],7
[    14     56     37 148235],38
[    14     56     37 156427],137
[    14     56     37 164735],5
[    14     56     37 168773],38
[    14     56     37 176425],137
[    14     56     37 185197],37
[    14     56     37 192602],137
[    14     56     37 201427],6
[    14     56     37 205737],37
[    14     56     37 212688],138
[    14     56     37 220688],7
[    14     56     37 224684],37
[    14     56     37 232652],137
[    14     56     37 241312],6
[    14     56     37 249911],37
[    14     56     37 257963],6
[    14     56     37 262032],38
[    14     56     37 270461],136
[    14     56     37 278222],7
[    14     56     37 282645],37
[    14     56     37 290791],137
[    14     56     37 298949],8
[    14     56     37 303025],37
[    14     56     37 311381],138
[    14     56     37 315345],7
[    14     56     37 319339],39
[    14     56     37 327471],138
[    14     56     37 335697],8
[    14     56     37 339916],38
[    14     56     37 347997],139
[    14     56     37 356383],9
[    14     56     37 360325],39
[    14     56     37 368562],138
[    14     56     37 376599],39
[    14     56     37 384845],139
[    14     56     37 393120],2
[    14     56     37 397306],40
[    14     56     37 405371],139
[    14     56     37 418257],39
[    14     56     37 426438],140
[    14     56     37 433964],8
[    14     56     37 442648],37
[    14     56     37 451432],7
[    14     56     37 455473],36
[    14     56     37 462663],137
[    14     56     37 471386],7
[    14     56     37 475888],38
[    14     56     37 483986],138
[    14     56     37 492432],1
[    14     56     37 495816],38
[    14     56     37 503623],137
[    14     56     37 508699],7
[    14     56     37 512734],39
[    14     56     37 520946],137
[    14     56     37 529237],8
[    14     56     37 533224],38
[    14     56     37 541432],138
[    14     56     37 549753],8
[    14     56     37 553742],39
[    14     56     37 561427],140
[    14     56     37 570149],8
[    14     56     37 577643],137
[    14     56     37 586237],6
[    14     56     37 590746],39
[    14     56     37 597791],137
[    14     56     37 606432],7
[    14     56     37 611168],38
[    14     56     37 618301],140
[    14     56     37 627591],1
[    14     56     37 631608],38
[    14     56     37 639718],140
[    14     56     37 643374],9
[    14     56     37 647361],39
[    14     56     37 655177],139
[    14     56     37 667441],40
[    14     56     37 675791],139
[    14     56     37 683984],9
[    14     56     37 687904],39
[    14     56     37 696414],139
[    14     56     37 700368],9
[    14     56     37 704402],40
[    14     56     37 712568],139
[    14     56     37 724731],39
[    14     56     37 732977],139
[    14     56     37 741668],9
[    14     56     37 745868],39
[    14     56     37 754409],139
[    14     56     37 769948],139
[    14     56     37 778135],9
[    14     56     37 782188],39
[    14     56     37 790379],139
[    14     56     37 798616],1
[    14     56     37 802747],39
[    14     56     37 811384],139
[    14     56     37 824127],38
[    14     56     37 832065],138
[    14     56     37 840523],40
[    14     56     37 847658],139
[    14     56     37 856433],8
[    14     56     37 861010],39
[    14     56     37 868131],139
[    14     56     37 877434],9
[    14     56     37 881434],39
[    14     56     37 888652],140
[    14     56     37 897548],39
[    14     56     37 905044],138
[    14     56     37 914206],9
[    14     56     37 918197],39
[    14     56     37 926430],138
[    14     56     37 934275],2
[    14     56     37 938856],39
[    14     56     37 946427],138
[    14     56     37 954994],8
[    14     56     37 962310],38
[    14     56     37 971341],9
[    14     56     37 975750],39
[    14     56     37 983817],138
[    14     56     37 991434],4
[    14     56     37 995922],34
[  14   56   38 4311],134
[   14    56    38 12586],7
[   14    56    38 16432],37
[   14    56    38 23808],139
[   14    56    38 28879],7
[   14    56    38 32867],37
[   14    56    38 40141],138
[   14    56    38 53440],38
[   14    56    38 61430],138
[   14    56    38 69868],8
[   14    56    38 73940],37
[   14    56    38 81392],138
[   14    56    38 90225],36
[   14    56    38 98354],137
[    14     56     38 106428],7
[    14     56     38 110699],37
[    14     56     38 117946],139
[    14     56     38 127442],8
[    14     56     38 131454],37
[    14     56     38 139000],136
[    14     56     38 154793],37
[    14     56     38 164073],8
[    14     56     38 168060],37
[    14     56     38 175367],138
[    14     56     38 184575],8
[    14     56     38 188692],37
[    14     56     38 196430],138
[    14     56     38 205013],7
[    14     56     38 209001],38
[    14     56     38 215981],137
[    14     56     38 220960],7
[    14     56     38 224949],38
[    14     56     38 231926],138
[    14     56     38 240869],8
[    14     56     38 245029],38
[    14     56     38 253262],137
[    14     56     38 261450],8
[    14     56     38 265538],35
[    14     56     38 273359],137
[    14     56     38 281650],8
[    14     56     38 290106],138
[    14     56     38 297907],8
[    14     56     38 301900],37
[    14     56     38 309667],138
[    14     56     38 318752],5
[    14     56     38 322741],38
[    14     56     38 331380],138
[    14     56     38 339244],6
[    14     56     38 343371],36
[    14     56     38 351341],137
[    14     56     38 355477],8
[    14     56     38 359657],38
[    14     56     38 367914],135
[    14     56     38 375560],8
[    14     56     38 379459],35
[    14     56     38 388396],136
[    14     56     38 396578],8
[    14     56     38 400200],37
[    14     56     38 408860],136
[    14     56     38 417019],37
[    14     56     38 425470],138
[    14     56     38 433452],7
[    14     56     38 437339],37
[    14     56     38 445729],140
[    14     56     38 453873],8
[    14     56     38 457981],37
[    14     56     38 466387],138
[    14     56     38 474454],9
[    14     56     38 482576],137
[    14     56     38 491441],8
[    14     56     38 494862],38
[    14     56     38 502739],139
[    14     56     38 510367],3
[    14     56     38 515103],33
[    14     56     38 523583],134
[    14     56     38 531641],3
[    14     56     38 535841],33
[    14     56     38 543830],134
[    14     56     38 548116],4
[    14     56     38 552172],34
[    14     56     38 560394],134
[    14     56     38 568243],5
[    14     56     38 572645],35
[    14     56     38 581433],133
[    14     56     38 589029],5
[    14     56     38 593067],36
[    14     56     38 601427],135
[    14     56     38 609513],35
[    14     56     38 617745],135
[    14     56     38 626012],5
[    14     56     38 630066],35
[    14     56     38 638118],137
[    14     56     38 646424],6
[    14     56     38 650484],36
[    14     56     38 658708],137
[    14     56     38 666610],6
[    14     56     38 675418],36
[    14     56     38 683312],5
[    14     56     38 687713],36
[    14     56     38 695513],135
[    14     56     38 703850],6
[    14     56     38 707848],35
[    14     56     38 716417],136
[    14     56     38 724288],6
[    14     56     38 728336],35
[    14     56     38 736541],135
[    14     56     38 740782],5
[    14     56     38 744745],35
[    14     56     38 752889],135
[    14     56     38 761442],5
[    14     56     38 766454],36
[    14     56     38 773300],135
[    14     56     38 781597],4
[    14     56     38 785580],35
[    14     56     38 793878],135
[    14     56     38 802031],6
[    14     56     38 810323],136
[    14     56     38 818471],5
[    14     56     38 822534],35
[    14     56     38 830765],135
[    14     56     38 838904],6
[    14     56     38 842742],35
[    14     56     38 851386],135
[    14     56     38 859392],7
[    14     56     38 867481],35
[    14     56     38 876433],4
[    14     56     38 880823],35
[    14     56     38 887975],135
[    14     56     38 896008],4
[    14     56     38 900337],35
[    14     56     38 908590],134
[    14     56     38 916079],5
[    14     56     38 920685],34
[    14     56     38 929104],136
[    14     56     38 933162],7
[    14     56     38 936610],35
[    14     56     38 945409],136
[    14     56     38 953613],4
[    14     56     38 957747],35
[    14     56     38 965929],135
[    14     56     38 974055],6
[    14     56     38 978151],36
[    14     56     38 986384],136
[    14     56     38 994590],4
[  14   56   39 2719],136
[   14    56    39 11393],5
[   14    56    39 15074],34
[   14    56    39 23261],135
[   14    56    39 31422],6
[   14    56    39 35486],35
[   14    56    39 43673],135
[   14    56    39 51675],3
[   14    56    39 56381],36
[   14    56    39 64236],134
[   14    56    39 68289],4
[   14    56    39 72347],33
[   14    56    39 80546],137
[   14    56    39 88676],5
[   14    56    39 92834],35
[    14     56     39 101419],133
[    14     56     39 109290],3
[    14     56     39 113348],33
[    14     56     39 121644],134
[    14     56     39 129813],34
[    14     56     39 137644],135
[    14     56     39 146384],5
[    14     56     39 150031],34
[    14     56     39 158428],134
[    14     56     39 166561],4
[    14     56     39 170841],33
[    14     56     39 178907],134
[    14     56     39 187026],4
[    14     56     39 195300],33
[    14     56     39 203288],3
[    14     56     39 207317],34
[    14     56     39 215284],134
[    14     56     39 223257],3
[    14     56     39 227940],34
[    14     56     39 236384],134
[    14     56     39 244486],4
[    14     56     39 248327],35
[    14     56     39 256633],134
[    14     56     39 260816],4
[    14     56     39 264934],35
[    14     56     39 273091],136
[    14     56     39 281381],5
[    14     56     39 285365],35
[    14     56     39 293689],135
[    14     56     39 301576],5
[    14     56     39 305781],36
[    14     56     39 313902],135
[    14     56     39 322180],35
[    14     56     39 330397],134
[    14     56     39 338673],4
[    14     56     39 342751],32
[    14     56     39 350869],133
[    14     56     39 359125],4
[    14     56     39 363143],33
[    14     56     39 371273],133
[    14     56     39 379615],4
[    14     56     39 387525],35
[    14     56     39 396386],4
[    14     56     39 401001],36
[    14     56     39 408248],135
[    14     56     39 416444],4
[    14     56     39 421094],36
[    14     56     39 428826],136
[    14     56     39 437590],3
[    14     56     39 441451],36
[    14     56     39 449063],135
[    14     56     39 453895],5
[    14     56     39 458316],34
[    14     56     39 465534],134
[    14     56     39 473712],5
[    14     56     39 477862],35
[    14     56     39 486387],134
[    14     56     39 494182],7
[    14     56     39 498348],38
[    14     56     39 506524],136
[    14     56     39 514727],7
[    14     56     39 522826],135
[    14     56     39 531388],4
[    14     56     39 536186],35
[    14     56     39 543669],134
[    14     56     39 551569],4
[    14     56     39 556444],36
[    14     56     39 563815],132
[    14     56     39 572392],4
[    14     56     39 576388],33
[    14     56     39 584310],133
[    14     56     39 589040],3
[    14     56     39 592540],33
[    14     56     39 601438],135
[    14     56     39 608808],5
[    14     56     39 613033],36
[    14     56     39 621391],136
[    14     56     39 629347],6
[    14     56     39 634372],34
[    14     56     39 641832],136
[    14     56     39 646435],7
[    14     56     39 649917],37
[    14     56     39 657975],135
[    14     56     39 666387],7
[    14     56     39 671295],36
[    14     56     39 678478],137
[    14     56     39 686529],5
[    14     56     39 690853],37
[    14     56     39 699041],136
[    14     56     39 707207],7
[    14     56     39 715395],138
[    14     56     39 723620],6
[    14     56     39 727766],34
[    14     56     39 735811],135
[    14     56     39 744115],6
[    14     56     39 748353],36
[    14     56     39 756386],135
[    14     56     39 764533],5
[    14     56     39 768690],35
[    14     56     39 776986],137
[    14     56     39 781386],5
[    14     56     39 785079],35
[    14     56     39 793157],136
[    14     56     39 802464],5
[    14     56     39 806432],36
[    14     56     39 813814],134
[    14     56     39 822544],1
[    14     56     39 826534],31
[    14     56     39 833880],128
[    14     56     39 843177],31
[    14     56     39 850532],131
[    14     56     39 858712],2
[    14     56     39 863810],32
[    14     56     39 871424],134
[    14     56     39 879178],2
[    14     56     39 884293],33
[    14     56     39 891542],132
[    14     56     39 899738],1
[    14     56     39 907915],33
[    14     56     39 916176],3
[    14     56     39 921194],34
[    14     56     39 928445],133
[    14     56     39 936571],5
[    14     56     39 941180],34
[    14     56     39 948845],133
[    14     56     39 956960],5
[    14     56     39 962132],35
[    14     56     39 969308],135
[    14     56     39 973325],3
[    14     56     39 978473],34
[    14     56     39 986433],133
[    14     56     39 993914],6
[    14     56     39 998410],35
[  14   56   40 6825],133
[   14    56    40 14457],5
[   14    56    40 19479],35
[   14    56    40 26609],134
[   14    56    40 35914],36
[   14    56    40 43587],136
[   14    56    40 51390],4
[   14    56    40 56026],36
[   14    56    40 63480],136
[   14    56    40 72580],5
[   14    56    40 76435],34
[   14    56    40 84080],134
[   14    56    40 92087],3
[    14     56     40 100376],37
[    14     56     40 108536],6
[    14     56     40 113722],38
[    14     56     40 121435],136
[    14     56     40 129020],7
[    14     56     40 134142],36
[    14     56     40 141435],136
[    14     56     40 149529],6
[    14     56     40 153525],36
[    14     56     40 161532],135
[    14     56     40 165522],6
[    14     56     40 169941],34
[    14     56     40 178278],133
[    14     56     40 186480],4
[    14     56     40 190523],36
[    14     56     40 198562],136
[    14     56     40 206725],6
[    14     56     40 211383],35
[    14     56     40 219250],135
[    14     56     40 227341],5
[    14     56     40 235495],135
[    14     56     40 243794],6
[    14     56     40 248469],37
[    14     56     40 256214],136
[    14     56     40 264221],5
[    14     56     40 269253],37
[    14     56     40 276440],135
[    14     56     40 285775],8
[    14     56     40 289663],36
[    14     56     40 297891],137
[    14     56     40 301388],7
[    14     56     40 306150],35
[    14     56     40 313333],137
[    14     56     40 322614],6
[    14     56     40 326435],36
[    14     56     40 333810],138
[    14     56     40 341998],5
[    14     56     40 347024],37
[    14     56     40 354755],138
[    14     56     40 362443],37
[    14     56     40 370707],136
[    14     56     40 378987],7
[    14     56     40 383010],36
[    14     56     40 391386],135
[    14     56     40 399405],8
[    14     56     40 403522],38
[    14     56     40 411650],138
[    14     56     40 420093],8
